ID,Pharmacy-Name,Phone,Credential,CredentialId,Location,Address,City,State,Concat,Zip,Found,Coordinates,Lats,Long,County,Color,Size,Label,cluster
296,ENGLISH APOTHECARY,203-792-3363,PCY.0002208,"986,516","140 GREENWOOD AVE
CT 06801-2530
(41.371144, -73.412319)",140 GREENWOOD AVE,BETHEL,CT,"140 GREENWOOD AVE, BETHEL, CT",06801-2530,Match,"-73.412125,41.371162",-73.412125,41.371162,Fairfield,Red,Tiny,A,1
297,STOP & SHOP PHARMACY #645,(860) 348-9830,PCY.0001761,"243,636","1309 CORBIN AVE
CT 06053-3857
(41.669384, -72.805828)",1309 CORBIN AVE,NEW BRITAIN,CT,"1309 CORBIN AVE, NEW BRITAIN, CT",06053-3857,Match,"-72.80565,41.669674",-72.80565,41.669674,Hartford County,Orange,Tiny,B,2
298,STOP & SHOP SUPERMARKET #635,(203) 732-3907,PCY.0001371,"38,672","100 DIVISION ST
CT 06401-2147
(41.331998, -73.08221)",100 DIVISION ST,ANSONIA,CT,"100 DIVISION ST, ANSONIA, CT",06401-2147,Match,"-73.08628,41.334045",-73.08628,41.334045,New Haven County,Green,Tiny,E,5
299,CVS PHARMACY #349,(860) 947-5078,PCY.0000006,"36,880","484 WINDSOR AVE
CT 06095-4401
(41.820112, -72.656585)",484 WINDSOR AVE,WINDSOR,CT,"484 WINDSOR AVE, WINDSOR, CT",06095-4401,Match,"-72.65675,41.818302",-72.65675,41.818302,Hartford County,Orange,Tiny,B,2
300,RITE AID  #1375,(203) 723-7745,PCY.0001214,"246,251","56 RUBBER AVE
CT 06770-4136
(41.487055, -73.057198)",56 RUBBER AVE,NAUGATUCK,CT,"56 RUBBER AVE, NAUGATUCK, CT",06770-4136,Match,"-73.056595,41.487217",-73.056595,41.487217,New Haven County,Green,Tiny,E,5
301,ROCKY HILL COMMUNITY PHARMACY,(860) 372-4618,PCY.0002299,"1,237,800","366 CROMWELL AVE
CT 06067-1841
(41.66061, -72.678609)",366 CROMWELL AVE,ROCKY HILL,CT,"366 CROMWELL AVE, ROCKY HILL, CT",06067-1841,Match,"-72.67854,41.660145",-72.67854,41.660145,Hartford County,Orange,Tiny,B,2
302,STOP & SHOP #604,(203) 729-4182,PCY.0001348,"246,647","727 RUBBER AVE
CT 06770-3642
(41.49262, -73.078807)",727 RUBBER AVE,NAUGATUCK,CT,"727 RUBBER AVE, NAUGATUCK, CT",06770-3642,Match,"-73.078705,41.492596",-73.078705,41.492596,New Haven County,Green,Tiny,E,5
303,WAL-MART PHARMACY #10-2144,(860) 496-9193,PCY.0001588,"174,489","970 TORRINGFORD ST
CT 06790-3542
(41.819197, -73.081438)",970 TORRINGFORD ST,TORRINGTON,CT,"970 TORRINGFORD ST, TORRINGTON, CT",06790-3542,Match,"-73.08115,41.820007",-73.08115,41.820007,Litchfield County,Blue,Mid,C,3
304,"EYE OF HORUS PHARMACEUTICAL SERVICES, LLC",8607450183,PCY.0001177,"38,216","15 PALOMBA DRIVE
CT 06082
(41.997147, -72.573657)",15 PALOMBA DRIVE; SUITE #8,ENFIELD,CT,"15 PALOMBA DRIVE; SUITE #8, ENFIELD, CT",6082,Match,"-72.573975,41.9976",-72.573975,41.9976,Hartford County,Orange,Tiny,B,2
306,BIG Y PHARMACY #5,(860) 536-5835,PCY.0001647,"187,702","79 STONINGTON RD
CT 06355-2931
(41.344565, -71.951223)",79 STONINGTON RD,MYSTIC,CT,"79 STONINGTON RD, MYSTIC, CT",06355-2931,Match,"-71.95387,41.346592",-71.95387,41.346592,New London County,Black,Mid,F,6
307,BISSELL PHARMACY,(203) 438-6600,PCY.0000023,"249,877","23 GOVERNOR ST
CT 06877-4687
(41.280656, -73.496291)",23 GOVERNOR ST,RIDGEFIELD,CT,"23 GOVERNOR ST, RIDGEFIELD, CT",06877-4687,Match,"-73.49717,41.28051",-73.49717,41.28051,Fairfield,Red,Tiny,A,1
308,THE WESTON CENTER PHARMACY,(203) 226-7800,PCY.0002098,"478,003","190 WESTON RD
CT 06883-2126
(41.202358, -73.381734)",190 WESTON RD,WESTON,CT,"190 WESTON RD, WESTON, CT",06883-2126,Match,"-73.38168,41.20226",-73.38168,41.20226,Fairfield,Red,Tiny,A,1
309,WAL-MART PHARMACY #10-5777,(860) 412-5144,PCY.0002274,"1,170,931","450 PROVIDENCE RD
CT 06234-1823
(41.797104, -71.912123)",450 PROVIDENCE RD,BROOKLYN,CT,"450 PROVIDENCE RD, BROOKLYN, CT",06234-1823,Match,"-71.91114,41.79722",-71.91114,41.79722,Windham County,Grey,Big,L,8
310,WAL-MART STORE #3546,(860) 350-4823,PCY.0001819,"319,300","164 DANBURY RD
CT 06776-4332
(41.55015, -73.418189)",164 DANBURY RD,NEW MILFORD,CT,"164 DANBURY RD, NEW MILFORD, CT",06776-4332,Match,"-73.41712,41.552082",-73.41712,41.552082,Litchfield County,Blue,Mid,C,3
311,CVS PHARMACY #16614,(860) 443-3171,PCY.0001760,"241,812","900 HARTFORD TPKE
CT 06385-4246
(41.380206, -72.151509)",900 HARTFORD TPKE,WATERFORD,CT,"900 HARTFORD TPKE, WATERFORD, CT",06385-4246,Match,"-72.14967,41.379055",-72.14967,41.379055,New London County,Black,Mid,F,6
312,ROTARY DRUG,(203) 378-9394,PCY.0000898,"246,024","1030 BARNUM AVE
CT 06614-4985
(41.199016, -73.132056)",1030 BARNUM AVE,STRATFORD,CT,"1030 BARNUM AVE, STRATFORD, CT",06614-4985,Match,"-73.133194,41.198727",-73.133194,41.198727,Fairfield,Red,Tiny,A,1
313,WALGREENS #03827,(860) 522-5005,PCY.0000958,"359,708","161 WASHINGTON ST
CT 06106-2464
(41.757799, -72.682328)",161 WASHINGTON ST,HARTFORD,CT,"161 WASHINGTON ST, HARTFORD, CT",06106-2464,Match,"-72.68237,41.757774",-72.68237,41.757774,Hartford County,Orange,Tiny,B,2
314,WALGREENS #16080,(203) 336-3551,PCY.0001108,"38,007","414 KINGS HWY E
CT 06825-4846
(41.172435, -73.229209)",414 KINGS HWY E,FAIRFIELD,CT,"414 KINGS HWY E, FAIRFIELD, CT",06825-4846,Match,"-73.22894,41.17305",-73.22894,41.17305,Fairfield,Red,Tiny,A,1
315,CVS PHARMACY #350,(860) 233-9673,PCY.0000448,"37,323","566 FARMINGTON AVE
CT 06105-3050
(41.766167, -72.711395)",566 FARMINGTON AVE,HARTFORD,CT,"566 FARMINGTON AVE, HARTFORD, CT",06105-3050,Match,"-72.71132,41.766197",-72.71132,41.766197,Hartford County,Orange,Tiny,B,2
316,WALGREENS #05406,(203) 230-2803,PCY.0001768,"258,886","1191 DIXWELL AVE
CT 06514-4733
(41.345324, -72.934147)",1191 DIXWELL AVE,HAMDEN,CT,"1191 DIXWELL AVE, HAMDEN, CT",06514-4733,Match,"-72.934326,41.344334",-72.934326,41.344334,New Haven County,Green,Tiny,E,5
317,CVS/PHARMACY #17425,(203) 873-2013,PCY.0000982,"513,947","5065 MAIN ST
STE TARGET, CT 06611-4204
(41.2295, -73.219663)",5065 MAIN ST STE TARGET,TRUMBULL,CT,"5065 MAIN ST STE TARGET, TRUMBULL, CT",06611-4204,Match,"-73.2199,41.229984",-73.2199,41.229984,Fairfield,Red,Tiny,A,1
318,RITE AID  #10370,(203) 261-6493,PCY.0001366,"38,667","435 MAIN ST
CT 06468-1151
(41.322413, -73.265029)",435 MAIN ST,MONROE,CT,"435 MAIN ST, MONROE, CT",06468-1151,Match,"-73.26455,41.321987",-73.26455,41.321987,Fairfield,Red,Tiny,A,1
319,WALGREENS #06968,(203) 798-7753,PCY.0001238,"38,242","101 FEDERAL RD
CT 06811-4019
(41.429371, -73.416516)",101 FEDERAL RD,DANBURY,CT,"101 FEDERAL RD, DANBURY, CT",06811-4019,Match,"-73.42699,41.41125",-73.42699,41.41125,Fairfield,Red,Tiny,A,1
320,WOODBURY DRUG,(203) 263-2282,PCY.0001712,"204,631","682 MAIN ST S
CT 06798-3736
(41.527115, -73.203531)",682 MAIN ST S UNIT E 1,WOODBURY,CT,"682 MAIN ST S UNIT E 1, WOODBURY, CT",06798-3736,Match,"-73.203964,41.52848",-73.203964,41.52848,Litchfield County,Blue,Mid,C,3
321,STOP & SHOP PHARMACY #2614,(860) 870-6255,PCY.0001551,"74,160","50 WINDSORVILLE RD
CT 06066-2385
(41.865032, -72.482059)",50 WINDSORVILLE RD,VERNON,CT,"50 WINDSORVILLE RD, VERNON, CT",06066-2385,Match,"-72.48572,41.865623",-72.48572,41.865623,Tolland County,Red,Mid,G,7
323,CVS PHARMACY #798,(203) 790-9485,PCY.0001261,"38,436","299 WHITE ST
CT 06810-6934
(41.399293, -73.431751)",299 WHITE ST # 305,DANBURY,CT,"299 WHITE ST # 305, DANBURY, CT",06810-6934,Match,"-73.43223,41.3993",-73.43223,41.3993,Fairfield,Red,Tiny,A,1
324,CVS PHARMACY #2573,(203) 383-7741,PCY.0001758,"243,544","1425 BARNUM AVE
CT 06614-5404
(41.19659, -73.138103)",1425 BARNUM AVE,STRATFORD,CT,"1425 BARNUM AVE, STRATFORD, CT",06614-5404,Match,"-73.14059,41.195477",-73.14059,41.195477,Fairfield,Red,Tiny,A,1
325,WALGREENS #07585,(860) 826-7272,PCY.0001427,"38,887","102 WASHINGTON ST
CT 06051-1826
(41.670479, -72.784005)",102 WASHINGTON ST,NEW BRITAIN,CT,"102 WASHINGTON ST, NEW BRITAIN, CT",06051-1826,Match,"-72.78409,41.67091",-72.78409,41.67091,Hartford County,Orange,Tiny,B,2
326,CVS PHARMACY #8249,(860) 963-2548,PCY.0002149,"897,486","57 PROVIDENCE PIKE
CT 06260-2413
(41.924975, -71.87677)",57 PROVIDENCE PIKE,PUTNAM,CT,"57 PROVIDENCE PIKE, PUTNAM, CT",06260-2413,Match,"-71.874435,41.925213",-71.874435,41.925213,Windham County,Grey,Big,L,8
327,STOP & SHOP PHARMACY #608,8605372570,PCY.0001599,"175,335","99 LINWOOD AVE
CT 06415-1159
(41.572306, -72.33562)",99 LINWOOD AVE,COLCHESTER,CT,"99 LINWOOD AVE, COLCHESTER, CT",06415-1159,Match,"-72.335464,41.572384",-72.335464,41.572384,New London County,Black,Mid,F,6
328,WALGREENS #03579,(203) 389-2143,PCY.0000131,"36,904","1471 WHALLEY AVE
CT 06515-1153
(41.334125, -72.976393)",1471 WHALLEY AVE,NEW HAVEN,CT,"1471 WHALLEY AVE, NEW HAVEN, CT",06515-1153,Match,"-72.97658,41.33699",-72.97658,41.33699,New Haven County,Green,Tiny,E,5
329,CVS PHARMACY #2259,(203) 401-4661,PCY.0001799,"293,760","215 WHALLEY AVE
CT 06511-3205
(41.315688, -72.939715)",215 WHALLEY AVE,NEW HAVEN,CT,"215 WHALLEY AVE, NEW HAVEN, CT",06511-3205,Match,"-72.93983,41.31577",-72.93983,41.31577,New Haven County,Green,Tiny,E,5
330,RITE AID  #10389,(203) 438-7378,PCY.0001885,"376,869","125 DANBURY RD
CT 06877-4139
(41.294583, -73.492898)",125 DANBURY RD,RIDGEFIELD,CT,"125 DANBURY RD, RIDGEFIELD, CT",06877-4139,Match,"-73.493,41.293583",-73.493,41.293583,Fairfield,Red,Tiny,A,1
331,CVS PHARMACY #10605,(860) 684-0015,PCY.0002305,"1,255,563","37 W MAIN ST
CT 06076-1459
(41.955037, -72.31007)",37 W MAIN ST,STAFFORD SPRINGS,CT,"37 W MAIN ST, STAFFORD SPRINGS, CT",06076-1459,Match,"-72.30418,41.95349",-72.30418,41.95349,Tolland County,Red,Mid,G,7
332,GENOA HEALTHCARE LLC,(860) 215-4321,PCY.0002298,"1,227,902","47 TOWN ST
STE G, CT 06360-2323
(41.546948, -72.092172)",47 TOWN ST STE G,NORWICH,CT,"47 TOWN ST STE G, NORWICH, CT",06360-2323,Match,"-72.09245,41.54714",-72.09245,41.54714,New London County,Black,Mid,F,6
333,RITE AID  #10355,(860) 376-1206,PCY.0001727,"221,601","27 MAIN ST
CT 06351-2203
(41.605135, -71.98342)",27 MAIN ST,JEWETT CITY,CT,"27 MAIN ST, JEWETT CITY, CT",06351-2203,Match,"-71.98356,41.605045",-71.98356,41.605045,New London County,Black,Mid,F,6
334,CVS PHARMACY #124,(203) 723-1172,PCY.0001556,"73,598","98 BRIDGE ST
CT 06770-2822
(41.501055, -73.052556)",98 BRIDGE ST,NAUGATUCK,CT,"98 BRIDGE ST, NAUGATUCK, CT",06770-2822,Match,"-73.052246,41.501167",-73.052246,41.501167,New Haven County,Green,Tiny,E,5
336,RITE AID  #10386,(203) 259-2353,PCY.0001413,"38,879","1619 POST RD
CT 06824-5910
(41.141035, -73.260217)",1619 POST RD,FAIRFIELD,CT,"1619 POST RD, FAIRFIELD, CT",06824-5910,Match,"-73.25828,41.14107",-73.25828,41.14107,Fairfield,Red,Tiny,A,1
337,GREAT HILLS LLC,(203) 906-3993,PCY.0002333,"1,337,671","152 COLONY ST
A, CT 06451-3225
(41.542155, -72.800102)",152 COLONY ST # A,MERIDEN,CT,"152 COLONY ST # A, MERIDEN, CT",06451-3225,Match,"-72.80019,41.542004",-72.80019,41.542004,New Haven County,Green,Tiny,E,5
338,CONNECTICUT PHARMACY DIRECT,(203) 295-4629,PCY.0002331,"1,336,533","10 FAIRFIELD BLVD
UNIT C, CT 06492-5903
(41.487895, -72.789004)",10 FAIRFIELD BLVD UNIT C,WALLINGFORD,CT,"10 FAIRFIELD BLVD UNIT C, WALLINGFORD, CT",06492-5903,Match,"-72.78987,41.483334",-72.78987,41.483334,New Haven County,Green,Tiny,E,5
339,WALGREENS #06474,(203) 752-9893,PCY.0001778,"279,100","88 YORK ST
CT 06511-5619
(41.306019, -72.933447)",88 YORK ST,NEW HAVEN,CT,"88 YORK ST, NEW HAVEN, CT",06511-5619,Match,"-72.93351,41.305878",-72.93351,41.305878,New Haven County,Green,Tiny,E,5
340,WALGREENS #03359,(203) 377-2851,PCY.0001539,"228,049","1606 BARNUM AVE
CT 06614-5301
(41.19494, -73.141788)",1606 BARNUM AVE,STRATFORD,CT,"1606 BARNUM AVE, STRATFORD, CT",06614-5301,Match,"-73.14151,41.19508",-73.14151,41.19508,Fairfield,Red,Tiny,A,1
341,BRIDGEPORT PHARMACY,(203) 367-9000,PCY.0002115,"501,289","978 E MAIN ST
CT 06608-1913
(41.187985, -73.18076)",978 E MAIN ST,BRIDGEPORT,CT,"978 E MAIN ST, BRIDGEPORT, CT",06608-1913,Match,"-73.18072,41.187973",-73.18072,41.187973,Fairfield,Red,Tiny,A,1
342,WALGREENS #07602,(203) 268-1216,PCY.0001874,"369,191","275 MONROE TPKE
CT 06468-2246
(41.303554, -73.223171)",275 MONROE TPKE,MONROE,CT,"275 MONROE TPKE, MONROE, CT",06468-2246,Match,"-73.225426,41.299473",-73.225426,41.299473,Fairfield,Red,Tiny,A,1
343,RITE AID #10376,(203) 377-8065,PCY.0001264,"38,438","3680 MAIN ST
CT 06614-4102
(41.209854, -73.129875)",3680 MAIN ST,STRATFORD,CT,"3680 MAIN ST, STRATFORD, CT",06614-4102,Match,"-73.129654,41.210007",-73.129654,41.210007,Fairfield,Red,Tiny,A,1
344,RITE AID  #10366,(860) 346-8601,PCY.0000717,"37,551","10 MAIN ST
STE A, CT 06457-3407
(41.557125, -72.647533)",10 MAIN ST STE A,MIDDLETOWN,CT,"10 MAIN ST STE A, MIDDLETOWN, CT",06457-3407,Match,"-72.646614,41.55607",-72.646614,41.55607,Middlesex County,Purple,Small,D,4
345,NATHAN HALE PHARMACY,(860) 873-1481,PCY.0001028,"37,985","26 FALLS RD
CT 06469
(41.505271, -72.447227)",26 FALLS RD,MOODUS,CT,"26 FALLS RD, MOODUS, CT",6469,Match,"-72.44528,41.505768",-72.44528,41.505768,Middlesex County,Purple,Small,D,4
346,SHORELINE INTEGRATIVE PHARMACY LLC,(203) 451-8852,PCY.0002342,"1,378,169","1835 POST RD E
CT 06880-5666
(41.138268, -73.299587)",1835 POST RD E,WESTPORT,CT,"1835 POST RD E, WESTPORT, CT",06880-5666,Match,"-73.299545,41.1383",-73.299545,41.1383,Fairfield,Red,Tiny,A,1
347,RITE AID  #10369,(203) 268-9091,PCY.0001179,"38,217","508 MONROE TPKE
CT 06468-2309
(41.317392, -73.215594)",508 MONROE TPKE,MONROE,CT,"508 MONROE TPKE, MONROE, CT",06468-2309,Match,"-73.21491,41.318123",-73.21491,41.318123,Fairfield,Red,Tiny,A,1
348,RITE AID  #10362,(860)537-9034,PCY.0001453,"38,902","27 BROADWAY ST
CT 06415-1001
(41.576574, -72.333181)",27 BROADWAY ST,COLCHESTER,CT,"27 BROADWAY ST, COLCHESTER, CT",06415-1001,Match,"-72.33449,41.577324",-72.33449,41.577324,New London County,Black,Mid,F,6
349,JEWETT CITY PHARMACY,(860) 376-4468,PCY.0000657,"37,539","78 MAIN ST
CT 06351-2226
(41.60609, -71.982069)",78 MAIN ST,JEWETT CITY,CT,"78 MAIN ST, JEWETT CITY, CT",06351-2226,Match,"-71.98255,41.605785",-71.98255,41.605785,New London County,Black,Mid,F,6
350,STOP & SHOP #628,(860) 582-5674,PCY.0001315,"246,463","597 FARMINGTON AVE
CT 06010-3932
(41.690427, -72.924037)",597 FARMINGTON AVE,BRISTOL,CT,"597 FARMINGTON AVE, BRISTOL, CT",06010-3932,Match,"-72.92465,41.69026",-72.92465,41.69026,Hartford County,Orange,Tiny,B,2
351,ARROW PRESCRIPTION CENTER #11,8605245304,PCY.0001698,"360,481","500 ALBANY AVENUE
CT 06120-2599
(41.777722, -72.685016)",500 ALBANY AVENUE,HARTFORD,CT,"500 ALBANY AVENUE, HARTFORD, CT",06120-2599,Match,"-72.68471,41.77761",-72.68471,41.77761,Hartford County,Orange,Tiny,B,2
352,CVS PHARMACY #17490,(860) 823-2961,PCY.0002143,"533,235","195 RIVER RD
CT 06351-3253
(41.584165, -71.995148)",195 RIVER RD,LISBON,CT,"195 RIVER RD, LISBON, CT",06351-3253,Match,"-71.9979,41.581112",-71.9979,41.581112,New London County,Black,Mid,F,6
353,RITE AID  #1437,(860) 482-5522,PCY.0000021,"36,884","92 WILLOW ST
CT 06790-5501
(41.802662, -73.117)",92 WILLOW ST,TORRINGTON,CT,"92 WILLOW ST, TORRINGTON, CT",06790-5501,Match,"-73.11732,41.802895",-73.11732,41.802895,Litchfield County,Blue,Mid,C,3
354,SHOPRITE PHARMACY OF BRISTOL #308,860-584-5733,PCY.0001700,"212,643","1200 FARMINGTON AVE
CT 06010-4714
(41.697521, -72.903645)",1200 FARMINGTON AVE,BRISTOL,CT,"1200 FARMINGTON AVE, BRISTOL, CT",06010-4714,Match,"-72.90453,41.697186",-72.90453,41.697186,Hartford County,Orange,Tiny,B,2
355,CVS PHARMACY #671,(860) 236-6181,PCY.0001205,"38,225","1099 NEW BRITAIN AVE
CT 06110-2418
(41.731911, -72.729914)",1099 NEW BRITAIN AVE,WEST HARTFORD,CT,"1099 NEW BRITAIN AVE, WEST HARTFORD, CT",06110-2418,Match,"-72.72993,41.731884",-72.72993,41.731884,Hartford County,Orange,Tiny,B,2
357,CVS PHARMACY #857,(203) 467-8876,PCY.0001304,"38,455","660 FOXON RD
CT 06513-1863
(41.322029, -72.852454)",660 FOXON RD,EAST HAVEN,CT,"660 FOXON RD, EAST HAVEN, CT",06513-1863,Match,"-72.85309,41.322056",-72.85309,41.322056,New Haven County,Green,Tiny,E,5
358,RITE AID  #10349,860-296-3478,PCY.0001854,"358,510","315 FRANKLIN AVE
CT 06114-1851
(41.741668, -72.676075)",315 FRANKLIN AVE,HARTFORD,CT,"315 FRANKLIN AVE, HARTFORD, CT",06114-1851,Match,"-72.67609,41.741524",-72.67609,41.741524,Hartford County,Orange,Tiny,B,2
359,WALGREENS #01824,(860) 741-3503,PCY.0001267,"38,439","30 HAZARD AVE
CT 06082-3713
(41.989731, -72.579224)",30 HAZARD AVE,ENFIELD,CT,"30 HAZARD AVE, ENFIELD, CT",06082-3713,Match,"-72.58264,41.99003",-72.58264,41.99003,Hartford County,Orange,Tiny,B,2
360,WALGREENS #07086,(860) 793-9356,PCY.0001811,"314,837","5 FARMINGTON AVE
CT 06062-1726
(41.674928, -72.858142)",5 FARMINGTON AVE,PLAINVILLE,CT,"5 FARMINGTON AVE, PLAINVILLE, CT",06062-1726,Match,"-72.85829,41.674713",-72.85829,41.674713,Hartford County,Orange,Tiny,B,2
361,BEACON PHARMACY LLC DBA ROCKVILLE PHARMACY,(860) 875-9263,PCY.0000358,"37,130","40 W MAIN ST
CT 06066-3501
(41.671199, -72.867942)",40 W MAIN ST,VERNON ROCKVILLE,CT,"40 W MAIN ST, VERNON ROCKVILLE, CT",06066-3501,Match,"-72.49982,41.819817",-72.49982,41.819817,Tolland County,Red,Mid,G,7
362,BIG Y  PHARMACY #56,(860) 354-5554,PCY.0002160,"911,596","1 KENT RD
CT 06776-3405
(41.575324, -73.41912)",1 KENT RD,NEW MILFORD,CT,"1 KENT RD, NEW MILFORD, CT",06776-3405,Match,"-73.4299,41.58158",-73.4299,41.58158,Litchfield County,Blue,Mid,C,3
363,CVS PHARMACY #10130,(860) 228-3888,PCY.0002236,"1,056,533","110 MAIN ST
CT 06248-1518
(41.660415, -72.357698)",110 MAIN ST,HEBRON,CT,"110 MAIN ST, HEBRON, CT",06248-1518,Match,"-72.35575,41.66077",-72.35575,41.66077,Tolland County,Red,Mid,G,7
364,CVS PHARMACY #2253,(860) 693-8077,PCY.0002248,"1,116,909","111 ALBANY TPKE
CT 06019-2507
(41.824274, -72.885443)",111 ALBANY TPKE,CANTON,CT,"111 ALBANY TPKE, CANTON, CT",06019-2507,Match,"-72.8856,41.82422",-72.8856,41.82422,Hartford County,Orange,Tiny,B,2
365,RITE AID  #4687,(860) 747-5787,PCY.0001600,"176,939","52 EAST ST
CT 06062-2309
(41.670865, -72.860084)",52 EAST ST,PLAINVILLE,CT,"52 EAST ST, PLAINVILLE, CT",06062-2309,Match,"-72.86011,41.67088",-72.86011,41.67088,Hartford County,Orange,Tiny,B,2
367,RITE AID  #10381,860-274-7559,PCY.0001277,"246,434","620 MAIN ST
CT 06795-2614
(41.601985, -73.116098)",620 MAIN ST,WATERTOWN,CT,"620 MAIN ST, WATERTOWN, CT",06795-2614,Match,"-73.116165,41.602165",-73.116165,41.602165,Litchfield County,Blue,Mid,C,3
368,WALGREENS #05134,(860) 658-0479,PCY.0001029,"37,986","540 BUSHY HILL RD
CT 06070-2925
(41.81833, -72.866681)",540 BUSHY HILL RD,SIMSBURY,CT,"540 BUSHY HILL RD, SIMSBURY, CT",06070-2925,Match,"-72.86091,41.82182",-72.86091,41.82182,Hartford County,Orange,Tiny,B,2
369,CVS PHARMACY #942,(860) 779-0523,PCY.0001328,"38,468","542 PROVIDENCE RD
CT 06234-3413
(41.798718, -71.903435)",542 PROVIDENCE RD,BROOKLYN,CT,"542 PROVIDENCE RD, BROOKLYN, CT",06234-3413,Match,"-71.90266,41.798923",-71.90266,41.798923,Windham County,Grey,Big,L,8
370,CVS PHARMACY #1139,(203) 368-0944,PCY.0001576,"165,876","2610 E MAIN ST
CT 06610-1422
(41.210914, -73.179049)",2610 E MAIN ST,BRIDGEPORT,CT,"2610 E MAIN ST, BRIDGEPORT, CT",06610-1422,Match,"-73.17898,41.21041",-73.17898,41.21041,Fairfield,Red,Tiny,A,1
371,"GENOA HEALTHCARE, LLC",(860) 447-9145,PCY.0002090,"469,503","21 MONTAUK AVE
CT 06320-4906
(41.348373, -72.105669)",21 MONTAUK AVE STE 102,NEW LONDON,CT,"21 MONTAUK AVE STE 102, NEW LONDON, CT",06320-4906,Match,"-72.10568,41.348473",-72.10568,41.348473,New London County,Black,Mid,F,6
372,WEST HAVEN PHARMACY,(203) 9347100,PCY.0002294,"1,219,165","764 CAMPBELL AVE
CT 06516-3786
(41.279459, -72.955114)",764 CAMPBELL AVE,WEST HAVEN,CT,"764 CAMPBELL AVE, WEST HAVEN, CT",06516-3786,Match,"-72.95513,41.279507",-72.95513,41.279507,New Haven County,Green,Tiny,E,5
373,HEALTH PLUS PHARMACY INC,(203) 304-2900,PCY.0002344,"1,383,345","114 CONNECTICUT AVE
CT 06854-1525
(41.105841, -73.427137)",114 CONNECTICUT AVE,NORWALK,CT,"114 CONNECTICUT AVE, NORWALK, CT",06854-1525,Match,"-73.42792,41.105618",-73.42792,41.105618,Fairfield,Red,Tiny,A,1
375,CVS PHARMACY #5703,(860) 585-0122,PCY.0002221,"1,030,220","60 MIDDLE ST
CT 06010-5201
(41.667477, -72.922511)",60 MIDDLE ST,BRISTOL,CT,"60 MIDDLE ST, BRISTOL, CT",06010-5201,Match,"-72.92251,41.667423",-72.92251,41.667423,Hartford County,Orange,Tiny,B,2
376,STOP & SHOP PHARMACY #642,(860) 583-9213,PCY.0001676,"157,733","747 PINE ST
CT 06010-6959
(41.668884, -72.89558)",747 PINE ST,BRISTOL,CT,"747 PINE ST, BRISTOL, CT",06010-6959,Match,"-72.89505,41.668858",-72.89505,41.668858,Hartford County,Orange,Tiny,B,2
378,CVS PHARMACY #1241,(203) 877-8127,PCY.0001424,"233,450","734 BRIDGEPORT AVE
CT 06460-3169
(41.210545, -73.081773)",734 BRIDGEPORT AVE,MILFORD,CT,"734 BRIDGEPORT AVE, MILFORD, CT",06460-3169,Match,"-73.08159,41.210705",-73.08159,41.210705,New Haven County,Green,Tiny,E,5
379,RITE AID #6708,(203) 492-0090,PCY.0002325,"1,320,894","249 LEGION AVE
CT 06519-5508
(41.306042, -72.942405)",249 LEGION AVE,NEW HAVEN,CT,"249 LEGION AVE, NEW HAVEN, CT",06519-5508,Match,"-72.942474,41.306038",-72.942474,41.306038,New Haven County,Green,Tiny,E,5
380,CVS PHARMACY #85,(860) 569-0888,PCY.0002246,"1,082,304","972 SILVER LN
CT 06118-1248
(41.765618, -72.60116)",972 SILVER LN,EAST HARTFORD,CT,"972 SILVER LN, EAST HARTFORD, CT",06118-1248,Match,"-72.60272,41.76542",-72.60272,41.76542,Hartford County,Orange,Tiny,B,2
383,GENOA HEALTHCARE LLC,860-479-2667,PCY.0002270,"1,169,395","91 NORTHWEST DR
CT 06062-1534
(41.691175, -72.879261)",91 NORTHWEST DR STE L-14,PLAINVILLE,CT,"91 NORTHWEST DR STE L-14, PLAINVILLE, CT",06062-1534,Match,"-72.87947,41.690914",-72.87947,41.690914,Hartford County,Orange,Tiny,B,2
384,TOWNE APOTHECARY LLC,(203) 266-7801,PCY.0001133,"38,018","95 MAIN ST S
CT 06751-2004
(41.634565, -73.208822)",95 MAIN ST S,BETHLEHEM,CT,"95 MAIN ST S, BETHLEHEM, CT",06751-2004,Match,"-73.20882,41.634895",-73.20882,41.634895,Litchfield County,Blue,Mid,C,3
386,MEDICINE SHOPPE (THE),(860) 442-0669,PCY.0001118,"246,038","613 BROAD STREET
CT 06320
(41.366457, -72.122918)",613 BROAD STREET,NEW LONDON,CT,"613 BROAD STREET, NEW LONDON, CT",6320,Match,"-72.12294,41.366467",-72.12294,41.366467,New London County,Black,Mid,F,6
387,CVS PHARMACY #1089,(860) 290-2091,PCY.0001368,"38,669","20 BURNSIDE AVE
CT 06108-3403
(41.774302, -72.638702)",20 BURNSIDE AVE,EAST HARTFORD,CT,"20 BURNSIDE AVE, EAST HARTFORD, CT",06108-3403,Match,"-72.63889,41.774265",-72.63889,41.774265,Hartford County,Orange,Tiny,B,2
389,RITE AID #10373,(860) 342-2121,PCY.0001648,"186,771","227 MAIN ST
CT 06480-1858
(41.573414, -72.640333)",227 MAIN ST,PORTLAND,CT,"227 MAIN ST, PORTLAND, CT",06480-1858,Match,"-72.63988,41.574047",-72.63988,41.574047,Middlesex County,Purple,Small,D,4
